time,flux,flux_err,phase,norm_flux,norm_flux_err
58238.004657,13337.195682,16.674509,32.97643763740695,0.5878412591601468,0.008279495437676598
58238.02509,13358.039641,16.682749,32.9963503578523,0.5981910369823075,0.008283586895026644
58238.045524,13336.476087,16.67782,33.01626405282818,0.5874839542752187,0.00828113946865791
58238.086391,13355.983694,16.683668,33.0560904682423,0.5971701851055538,0.008284043211689835
58238.106825,13389.544782,16.696816,33.07600416322527,0.6138344763887014,0.008290571668150806
58238.127258,13384.567588,16.691716,33.09591688366352,0.6113631199598291,0.008288039334111335
58238.147692,13376.353501,16.688515,33.1158305786394,0.607284529349384,0.008286449922099502
58238.168125,13359.279366,16.682699,33.13574329907765,0.5988066051817359,0.008283562068222335
58238.188559,13350.826477,16.680098,33.155656994060614,0.5946094407608412,0.008282270577862206
58238.208993,13373.717903,16.688377,33.17557068903649,0.6059758598337455,0.008286381400119612
58238.229426,13373.622221,16.691625,33.19548340947475,0.6059283502679479,0.008287994149327493
58238.249859999996,13376.725924,16.688308,33.215397104450616,0.6074694508082042,0.008286347139129666
58238.290727,13381.982107,16.692504,33.25522351987184,0.6100793353432205,0.008288430604547238
58238.311161,13384.93559,16.692954,33.27513721484772,0.6115458462326115,0.008288654045786015
58238.352028,13351.753262,16.675459,33.314963630268934,0.5950696229574627,0.00827996714695846
58238.372461,13389.43952,16.693374,33.33487635070719,0.6137822100071983,0.008288862590942206
58238.392895,13355.698365,16.680889,33.35479004568306,0.5970285089606227,0.008282663337906367
58238.413329,13334.636477,16.67521,33.37470374066603,0.5865705215257389,0.008279843509473004
58238.433762,13345.319131,16.676552,33.394616461104285,0.5918748447328137,0.008280509860900644
58238.454196,13338.122138,16.671724,33.414530156080154,0.5883012779963966,0.008278112584676613
58238.474629,13319.478391,16.665858,33.43444287651841,0.5790439848294616,0.008275199903995136
58238.495063,13338.932543,16.672823,33.45435657150138,0.5887036733233099,0.008278658277835315
58238.515497,13336.711312,16.672556,33.47427026647725,0.5876007519760883,0.008278525702700306
58238.53593,13318.07073,16.659968,33.494182986915504,0.578345030345866,0.00827227530644759
58238.576797,13370.03728,16.68564,33.53400940233672,0.6041482976946558,0.008285022380851763
58238.597231,13375.00004,16.686137,33.5539230973126,0.60661248712166,0.008285269159286589
58238.617665,13402.433573,16.693288,33.573836792288475,0.6202342262273121,0.008288819888838795
58238.638098,13403.820545,16.696011,33.59374951273382,0.6209229078758204,0.008290171956601438
58238.658532,13390.766319,16.693131,33.61366320770969,0.6144410135897936,0.008288741932673267
58238.678965,13375.917233,16.685573,33.63357592814795,0.6070679065441428,0.00828498911293399
58238.699399,13381.876094,16.689865,33.653489623123825,0.610026696063117,0.008287120245815835
58238.719833,13393.473283,16.697582,33.673403318106786,0.615785118899758,0.008290952014792812
58238.740266,13367.752514,16.687036,33.69331603854504,0.6030138289271998,0.008285715545228056
58238.7607,13359.512735,16.680703,33.71322973352092,0.5989224813116293,0.00828257098219434
58238.781134,13378.784104,16.686056,33.73314342849679,0.6084914114500389,0.008285228939863611
58238.822001,13347.876269,16.676239,33.77296984391801,0.5931445560271319,0.008280354445105673
58238.842434,13356.350582,16.679409,33.79288256435626,0.5973523582371361,0.008281928464498834
58238.862868,13375.78618,16.685416,33.81279625933214,0.6070028340004414,0.00828491115676846
58238.883302,13383.783092,16.693122,33.832709954315106,0.6109735893863724,0.00828873746384849
58238.903735,13355.023716,16.679778,33.852622674753356,0.5966935213866235,0.00828211168631463
58238.924169,13349.465109,16.674224,33.87253636972923,0.5939334724222834,0.00827935392489204
58238.944602,13371.278779,16.682478,33.89244909017458,0.6047647467491004,0.00828345233374729
